D_affect,P,N,Qualite,Horaire,Type,R,Jour,Arrêt,Placement,Jr_pl
28-Aug-22,654N,1014N,,Nuit,,1245N,3,19-Sep-22,,
23-Aug-22,207N,2067N,,Nuit,,922760353,3,11-Sep-22,,
29-Aug-22,455J,872J,,Jour,,922761711,6,,,
27-Aug-22,2616,9641,,Nuit,,6835,5,,,
22-Aug-22,55J,999J,,Jour,,,7,,,
28-Aug-22,344J,2067N,,Jour,,922761525,4,28-Sep-22,,
29-Aug-22,2692,8728,,Jour,,,,,,
28-Aug-22,2106,10290,,Jour,,1339N,6,,,
28-Aug-22,145J,10362,,Jour,,922761920,5,12-Feb-23,,
28-Aug-22,3063,922761760,,Jour,,922761636,5,,,
28-Aug-22,4639,201327858,,Jour,,922760427,4,,,
28-Aug-22,4700,8685,,Jour,,922761438,2,,,
28-Aug-22,409J,9592,,Jour,,922761868,3,12-Sep-22,,
24-Aug-22,3547,922759898,,Jour,,2289N,6,26-Dec-22,,
28-Aug-22,4993,922761979,,Jour,,,,17-Sep-22,,
28-Aug-22,3643,1260J,,Jour,,922760653,1,07-Jan-23,,
28-Aug-22,3567,8888,,Jour,,922761623,3,,,
28-Aug-22,4162,922761907,,Jour,,922761636,1,,,
28-Aug-22,41J,10433,,Jour,,922760427,1,,,
28-Aug-22,3450,922761615,,Jour,,922761871,6,01-Dec-22,,
28-Aug-22,2163,922760547,,Jour,,,,18-Feb-23,,
28-Aug-22,3450,347J,,Jour,,,,15-Jan-23,,
28-Aug-22,2163,922761611,,Jour,,5911,6,12-Sep-22,,
30-Aug-22,3274,9347,,Nuit,,7015,1,,,
30-Aug-22,5003,553J,,Nuit,,,6,,,
26-Aug-22,3460,922761059,,Nuit,,,4,18-Sep-22,,
26-Aug-22,5004,2067N,,Jour,,,,27-Aug-22,,
24-Aug-22,5005,922761144,,Nuit,,,,21-Sep-22,,
24-Aug-22,5005,2067N,,Nuit,,,,09-Sep-22,,
24-Aug-22,5006,2067N,,Jour,,,,21-Sep-22,,
29-Aug-22,5001,922761997,,Jour,,,,07-Jan-23,,
27-Aug-22,3588,922761993,,Jour,,,4,25-Sep-22,,
28-Aug-22,5004,922761992,,Jour,,,,10-Oct-22,,
31-Aug-22,1980,922760764,,Jour,,201327475,6,18-Sep-22,,
30-Aug-22,4398,1125J,,Jour,,922761025,7,19-Oct-22,,
31-Aug-22,142J,455J,,Jour,,922760156,7,17-Oct-22,,
31-Aug-22,2024,1142J,,Jour,,5405,6,19-Sep-22,,
31-Aug-22,2024,857J,,Jour,,5405,5,19-Sep-22,,
31-Aug-22,2024,7360,,Jour,,5405,4,19-Sep-22,,
31-Aug-22,2024,382J,,Jour,,5405,7,19-Sep-22,,
31-Aug-22,2025,297N,,Nuit,,5405,2,19-Sep-22,,
31-Aug-22,2025,2053N,,Nuit,,5405,1,19-Sep-22,,
26-Aug-22,4832,2067N,,Jour,,201327419,7,20-Sep-22,,
30-Aug-22,4934,922761990,,Jour,,,4,21-Feb-23,,
26-Aug-22,4648,2067N,,Jour,,922761027,5,30-Aug-22,,
26-Aug-22,4757,922761235,,Nuit,,6416,3,,,
26-Aug-22,2164,390J,,Jour,,6416,7,07-Sep-22,,
29-Aug-22,4144,6395,,Nuit,,,1,,,
02-Jan-22,169N,2067N,,Nuit,,,7,,,
29-Aug-22,4131,922761994,,Nuit,,,1,03-Oct-22,,
15-Aug-22,2059,2067N,,Nuit,,,,22-Aug-22,,
15-Aug-22,2058,201327734,,Jour,,,,,,
29-Aug-22,344J,2067N,,Jour,,922761526,,26-Sep-22,,
23-Aug-22,2059,922761991,,Nuit,,,1,03-Oct-22,,
21-Aug-22,4062,922761918,,Nuit,,922761962,2,16-Feb-23,,
21-Aug-22,4062,,,Nuit,,,2,21-Aug-22,,
09-Aug-22,4928,922761957,,Nuit,,,,08-Sep-22,,
23-Aug-22,3594,389N,,Nuit,,10230,3,12-Sep-22,,
23-Aug-22,3593,8807,,Jour,,10230,5,12-Sep-22,,
23-Aug-22,261J,8095,,Jour,,10230,7,13-Sep-22,,
23-Aug-22,924N,5893,,Nuit,,10230,1,12-Sep-22,,
23-Aug-22,116N,7547,,Nuit,,10230,2,12-Sep-22,,
23-Aug-22,32J,1665J,,Jour,,10230,6,12-Sep-22,201328190,7
01-Sep-22,398N,9807,,Nuit,,,,15-Sep-22,,
31-Aug-22,4962,1410N,,Nuit,,922761899,2,,,
31-Aug-22,4899,922760152,,Nuit,,922760857,6,08-Jan-23,,
31-Aug-22,5000,2067N,,Nuit,,8489,2,28-Sep-22,,
31-Aug-22,2425,2067N,,Jour,,9172,4,12-Sep-22,,
31-Aug-22,78J,6006,,Jour,,201327736,7,21-Sep-22,,
29-Aug-22,3938,922761607,,Jour,,749N,6,13-Sep-22,,
30-Aug-22,3938,8228,,Jour,,,,21-Sep-22,,
29-Aug-22,521J,922761671,,Jour,,922761965,7,19-Oct-22,,
29-Aug-22,4039,922761539,,Jour,,922761964,7,07-Sep-22,,
16-Aug-22,3287,922761730,,Jour,,922761141,7,18-Sep-22,,
29-Aug-22,2177,922759885,,Jour,,7598,2,,,
29-Aug-22,346J,903N,,Jour,,9172,2,15-Nov-22,,
29-Aug-22,3968,922761650,,Jour,,922762001,6,16-Nov-22,,
29-Aug-22,35J,922760447,,Jour,,922762001,2,05-Nov-22,,
29-Aug-22,4415,9226,,Jour,,922761636,2,31-Dec-22,,
02-Aug-22,4162,922760151,,Jour,,,7,,,
22-Aug-22,367J,922761881,,Jour,,,,20-Sep-22,,
28-Aug-22,4709,2067N,,Nuit,,,4,15-Sep-22,,
31-Aug-22,4866,922762004,,Nuit,,,1,26-Sep-22,,
29-Aug-22,3478,922760636,,Nuit,,922761702,3,08-Nov-22,,
29-Aug-22,2038,6625,,Nuit,,922761871,3,08-Feb-23,,
29-Aug-22,421N,922760179,,Nuit,,922761702,4,30-Oct-22,,
21-Aug-22,4050,922761550,,Nuit,,922761965,1,19-Oct-22,,
21-Aug-22,22N,922761746,,Nuit,,922761965,2,19-Oct-22,,
21-Aug-22,4247,922760221,,Nuit,,922761965,3,19-Oct-22,,
21-Aug-22,4568,922760747,,Nuit,,922761965,4,19-Oct-22,,
09-Aug-22,3918,201327738,,Jour,,922761955,7,17-Sep-22,,
09-Aug-22,3918,8393,,Jour,,922761955,6,17-Sep-22,,
09-Aug-22,3917,922759757,,Nuit,,922761955,1,12-Sep-22,,
09-Aug-22,3917,922761661,,Nuit,,922761955,2,02-Sep-22,,
09-Aug-22,3520,1423J,,Nuit,,922761955,3,17-Sep-22,,
09-Aug-22,3520,6577,,Nuit,,922761955,4,17-Sep-22,,
11-Aug-22,2968,10376,,Jour,,922761944,6,,,
11-Aug-22,52J,10176,,Jour,,922761944,1,,,
11-Aug-22,46J,7560,,Jour,,922761944,7,31-Aug-22,,
11-Aug-22,473J,922761045,,Jour,,922761944,4,12-Nov-22,,
11-Aug-22,929J,446J,,Jour,,922761944,3,,,
11-Aug-22,929J,201327960,,Jour,,922761944,5,,,
29-Aug-22,2910,7149,,Nuit,,,2,03-Oct-22,,
29-Aug-22,4030,922761689,,Nuit,,1940N,2,08-Sep-22,,
29-Aug-22,2933,7530,,Nuit,,1368N,2,,,
29-Aug-22,4336,922760953,,Nuit,,922760586,2,03-Oct-22,,
01-Sep-22,5007,8492,,Jour,,1339N,7,02-Nov-22,,
01-Sep-22,5008,2067N,,Jour,,,,04-Sep-22,,
01-Sep-22,5009,922761514,,Jour,,922761795,6,20-Sep-22,,
30-Aug-22,3778,922759703,,Jour,,9374,6,,,
01-Sep-22,4299,344J,,Jour,,922761669,6,,,
01-Sep-22,3103,922760744,,Nuit,,1799N,3,,,
01-Sep-22,4285,8248,,Nuit,,745N,2,15-Sep-22,,
01-Sep-22,647J,1082J,,Jour,,426N,6,12-Sep-22,,
01-Sep-22,5010,2067N,,Jour,,,,04-Sep-22,,
01-Sep-22,5011,2067N,,Nuit,,,,04-Sep-22,,
01-Sep-22,5011,2067N,,Nuit,,,,04-Sep-22,,
01-Sep-22,5012,2067N,,Nuit,,,,04-Sep-22,,
01-Sep-22,5013,922761594,,Nuit,,,,20-Sep-22,,
01-Sep-22,4859,2067N,,Nuit,,201327917,4,01-Sep-22,,
01-Sep-22,4860,2067N,,Jour,,,6,01-Sep-22,,
01-Sep-22,5014,2067N,,Nuit,,,,02-Sep-22,,
01-Sep-22,5014,2067N,,Nuit,,,,02-Sep-22,,
01-Sep-22,5015,9429,,Nuit,,9186,2,,,
01-Sep-22,5015,922761098,,Nuit,,8792,7,10-Sep-22,,
01-Sep-22,4609,,,Nuit,,,2,01-Sep-22,,
01-Sep-22,5016,2067N,,Nuit,,,,04-Sep-22,,
01-Sep-22,5016,2067N,,Nuit,,,,04-Sep-22,,
01-Sep-22,5017,2067N,,Jour,,,,04-Sep-22,,
31-Aug-22,4648,6298,,Jour,,922761027,5,,,
01-Sep-22,4525,8687,,Nuit,,922761987,4,04-Sep-22,,
01-Sep-22,4976,922761452,,Nuit,,922761987,2,08-Nov-22,,
01-Sep-22,3379,201327833,,Nuit,,922761987,3,,,
01-Sep-22,4526,922759863,,Jour,,922761987,7,,,
01-Sep-22,4965,922761863,,Nuit,,922761987,1,,,
01-Sep-22,4966,922761887,,Jour,,922761987,6,,,
24-Aug-22,7N,7953,,Nuit,,8723,1,22-Jan-23,,
24-Aug-22,322N,7338,,Nuit,,8723,2,19-Oct-22,,
24-Aug-22,979N,1293N,,Nuit,,8723,3,22-Jan-23,,
24-Aug-22,145N,922760708,,Nuit,,8723,5,22-Jan-23,,
24-Aug-22,33J,565N,,Jour,,8723,7,13-Oct-22,,
24-Aug-22,899N,922761767,,Nuit,,8723,4,22-Jan-23,,
24-Aug-22,4226,922761154,,Nuit,,201327917,1,19-Sep-22,,
24-Aug-22,2503,1113J,,Nuit,,201327917,2,23-Nov-22,,
24-Aug-22,4507,922760837,,Nuit,,201327917,3,25-Dec-22,,
24-Aug-22,4898,922759821,,Jour,,201327917,6,04-Jan-23,,
24-Aug-22,4887,922761521,,Jour,,201327917,7,04-Jan-23,,
01-Sep-22,5018,2067N,,Nuit,,,,04-Sep-22,,
01-Sep-22,5019,2067N,,Jour,,,6,02-Sep-22,,
01-Sep-22,5020,2067N,,Jour,,,,03-Sep-22,,
01-Sep-22,4868,2067N,,Nuit,,,,05-Sep-22,,
02-Sep-22,4934,2067N,,Jour,,922761847,2,08-Sep-22,,
30-Aug-22,4140,9372,,Nuit,,922762003,4,22-Jan-23,,
30-Aug-22,4218,922759815,,Jour,,922762003,7,12-Sep-22,,
30-Aug-22,4235,922759879,,Nuit,,922762003,2,06-Sep-22,,
30-Aug-22,4217,922761575,,Nuit,,922762003,5,,,
30-Aug-22,4217,922761953,,Nuit,,922762003,1,12-Nov-22,,
30-Aug-22,298N,238N,,Nuit,,922762003,3,01-Feb-23,,
01-Sep-22,3764,6527,,Jour,,922759910,5,,,
01-Sep-22,2518,922761606,,Jour,,922761471,5,12-Jan-23,,
01-Sep-22,4403,922761639,,Jour,,1368N,6,,,
01-Sep-22,4403,1174J,,Jour,,922759910,7,,,
01-Sep-22,4749,2067N,,Nuit,,,7,,,
01-Sep-22,4750,922761137,,Jour,,922759910,6,,,
01-Sep-22,4608,7506,,Jour,,922761635,2,,,
01-Sep-22,4817,831J,,Jour,,8844,6,13-Feb-23,,
01-Sep-22,2872,922759876,,Jour,,922761701,6,01-Sep-22,,
01-Sep-22,771J,6650,,Jour,,922761636,3,,,
01-Sep-22,3120,5130,,Jour,,8673,3,,,
27-Aug-22,3859,8507,,Nuit,,922761989,1,,,
27-Aug-22,105J,679J,,Jour,,922761989,7,,,
27-Aug-22,282N,9267,,Nuit,,922761989,4,07-Jan-23,,
27-Aug-22,785N,922761626,,Nuit,,922761989,2,25-Oct-22,,
27-Aug-22,4639,5083,,Jour,,922761989,6,,,
27-Aug-22,66N,9570,,Nuit,,922761989,3,13-Nov-22,,
01-Sep-22,3776,9816,,Jour,,922761556,7,25-Dec-22,,
18-Jul-22,2437,2067N,,Jour,,922761868,4,12-Sep-22,,
01-Sep-22,465J,922761551,,Jour,,4951,7,09-Oct-22,,
01-Sep-22,4971,5886,,Nuit,,2289N,3,,,
01-Sep-22,4972,6789,,Jour,,,5,12-Sep-22,,
01-Sep-22,3451,10418,,Nuit,,922761931,3,14-Oct-22,,
01-Sep-22,4445,922761420,,Nuit,,96N,3,,,
01-Sep-22,46J,7560,,Jour,,,7,,,
01-Sep-22,3935,922761189,,Jour,,922761944,7,20-Sep-22,,
01-Sep-22,211J,441J,,Jour,,1332N,7,27-Sep-22,,
01-Sep-22,716J,922761579,,Jour,,6318,7,13-Jan-23,,
01-Sep-22,3004,2067N,,Jour,,922762001,7,04-Jan-23,,
02-Sep-22,5022,2067N,,Jour,,,,22-Sep-22,,
02-Sep-22,5023,9746,,Nuit,,,3,18-Sep-22,,
01-Sep-22,3273,10341,,Jour,,,7,,,
01-Sep-22,834J,1229J,,Jour,,,6,25-Dec-22,,
01-Sep-22,3875,922759985,,Nuit,,6883,1,10-Oct-22,6883,2
01-Sep-22,49N,775N,,Nuit,,,2,27-Sep-22,6883,3
01-Sep-22,335J,701J,,Jour,,6883,6,26-Oct-22,6883,7
05-Sep-22,4621,922762053,,Nuit,,,,,,
04-Sep-22,3401,922761581,,Nuit,,922761251,2,,,
03-Sep-22,3917,2067N,,Nuit,,922761955,2,17-Sep-22,,
04-Sep-22,871N,2067N,,Nuit,,922760923,2,08-Sep-22,,
04-Sep-22,3937,2067N,,Nuit,,9359,3,05-Sep-22,,
05-Sep-22,710N,9150,,Nuit,,922761706,3,02-Nov-22,,
05-Sep-22,750J,922761683,,Jour,,5470,5,,,
05-Sep-22,5017,922760241,,Jour,,,,19-Sep-22,,
05-Sep-22,5016,8014,,Nuit,,,3,19-Sep-22,,
05-Sep-22,5016,922760401,,Nuit,,,1,19-Sep-22,,
05-Sep-22,5012,10296,,Nuit,,,,26-Sep-22,,
05-Sep-22,5008,914J,,Jour,,,,26-Sep-22,,
05-Sep-22,5010,711J,,Jour,,7015,7,,,
05-Sep-22,5011,509N,,Nuit,,7015,2,22-Oct-22,,
05-Sep-22,5011,201327924,,Nuit,,7015,3,,,
03-Sep-22,3944,2067N,,Jour,,201327895,6,05-Sep-22,,
05-Sep-22,2511,922761367,,Nuit,,4524,3,17-Sep-22,,
05-Sep-22,2196,465N,,Nuit,,922761655,3,13-Nov-22,,
05-Sep-22,4020,10323,,Jour,,922761507,6,,,
05-Sep-22,372J,434J,,Jour,,,3,07-Sep-22,,
01-Sep-22,4752,922761681,,Jour,,922762001,5,,,
05-Sep-22,2951,377J,,Jour,,922761931,6,14-Oct-22,,
05-Sep-22,2658,555J,,Jour,,922761931,7,07-Oct-22,,
31-Aug-22,3971,10259,,Nuit,,4803,3,04-Dec-22,,
05-Sep-22,4525,201327548,,Nuit,,922761987,4,,,
05-Sep-22,4256,7226,,Nuit,,339N,3,23-Sep-22,,
03-Sep-22,908N,8805,,Nuit,,8439,5,22-Sep-22,,
05-Sep-22,3760,922760496,,Nuit,,1311N,7,12-Oct-22,,
03-Sep-22,53J,266J,,Jour,,1604J,6,10-Feb-23,,
05-Sep-22,3065,593J,,Jour,,922761635,7,,,
04-Sep-22,2267,1176J,,Jour,,922761826,7,19-Sep-22,,
03-Sep-22,33J,9785,,Jour,,922760156,6,21-Sep-22,,
03-Sep-22,2118,574J,,Jour,,1509J,6,,,
04-Sep-22,5020,922762007,,Jour,,,7,14-Oct-22,,
06-Sep-22,728J,1853J,,Jour,,9738,7,24-Sep-22,,
06-Sep-22,4112,8449,,Jour,,116N,7,23-Sep-22,,
05-Sep-22,606N,1424N,,Nuit,,1734N,2,,,
05-Sep-22,606N,342N,,Nuit,,1734N,3,,,
05-Sep-22,606N,7227,,Nuit,,1734N,1,,,
05-Sep-22,558J,544J,,Jour,,1734N,7,,,
05-Sep-22,108J,401J,,Jour,,1734N,6,,,
03-Sep-22,5014,922762006,,Nuit,,,,26-Sep-22,,
03-Sep-22,5014,922762005,,Nuit,,,,26-Sep-22,,
07-Sep-22,5024,201327571,,Nuit,,,,12-Oct-22,,
07-Sep-22,5024,2067N,,Nuit,,,,08-Sep-22,,
07-Sep-22,5025,2067N,,Jour,,,,08-Sep-22,,
07-Sep-22,4325,2067N,,Nuit,,220J,1,12-Sep-22,,
07-Sep-22,4057,2067N,,Nuit,,922761556,4,18-Sep-22,,
07-Sep-22,4679,2067N,,Nuit,,922761025,1,08-Sep-22,,
07-Sep-22,665N,2067N,,Nuit,,6564,2,08-Sep-22,,
04-Sep-22,3693,1725N,,Nuit,,6121,4,,,
07-Sep-22,662N,276N,,Nuit,,,1,03-Oct-22,,
08-Sep-22,107J,922760991,,Jour,,8680,6,26-Sep-22,,
07-Sep-22,892N,2377N,,Nuit,,8680,2,,,
03-Sep-22,402N,922760992,,Nuit,,201328136,7,21-Sep-22,,
09-Sep-22,3391,922761192,,Jour,,,6,27-Sep-22,,
08-Sep-22,4367,922760980,,Nuit,,1036N,3,23-Sep-22,,
01-Sep-22,4428,302N,,Nuit,,6275,1,30-Nov-22,,
01-Sep-22,477J,1215J,,Jour,,8673,7,,,
09-Sep-22,62N,8687,,Nuit,,90N,2,27-Sep-22,,
09-Sep-22,4619,922761612,,Nuit,,2289N,2,27-Sep-22,,
09-Sep-22,4339,922761209,,Nuit,,9053,3,26-Sep-22,,
05-Sep-22,2647,2067N,,Nuit,,4691,3,06-Sep-22,,
10-Sep-22,4347,201328158,,Jour,,6326,6,18-Sep-22,,
06-Sep-22,223N,241N,,Nuit,,10467,2,,,
06-Sep-22,5026,2067N,,Nuit,,,,08-Sep-22,,
07-Sep-22,2357,2067N,,Jour,,,,,,
08-Sep-22,488N,2067N,,Nuit,,922761655,2,09-Sep-22,,
08-Sep-22,104N,922762036,,Nuit,,922761028,2,29-Sep-22,,
07-Sep-22,4235,2067N,,Nuit,,922762003,2,08-Sep-22,,
07-Sep-22,803N,922761910,,Nuit,,201327831,4,,,
07-Sep-22,3004,7137,,Jour,,922761557,6,,,
08-Sep-22,2164,2067N,,Jour,,6416,7,26-Sep-22,,
08-Sep-22,4784,2067N,,Jour,,2088N,5,13-Sep-22,,
06-Sep-22,4770,2067N,,Jour,,922761620,6,07-Sep-22,,
08-Sep-22,4743,201328157,,Jour,,,,06-Nov-22,,
08-Sep-22,907N,201328193,,Nuit,,922761557,4,22-Sep-22,,
08-Sep-22,4406,922760223,,Nuit,,9832,1,07-Jan-23,,
08-Sep-22,4407,922760285,,Jour,,922761716,6,27-Oct-22,,
08-Sep-22,4854,6946,,Jour,,9832,6,,,
08-Sep-22,4942,922761822,,Nuit,,922761716,3,06-Oct-22,,
08-Sep-22,4941,922761823,,Jour,,922761716,7,06-Oct-22,,
08-Sep-22,4632,1015N,,Nuit,,922761716,4,27-Oct-22,,
08-Sep-22,4878,922761230,,Jour,,922760130,6,04-Jan-23,,
08-Sep-22,192J,2067N,,Jour,,922761025,6,01-Oct-22,922760130,7
07-Sep-22,4729,922762051,,Nuit,,530J,4,,,
08-Sep-22,4934,922762031,,Jour,,,1,12-Nov-22,,
08-Sep-22,3911,922761912,,Nuit,,922761736,2,,,
08-Sep-22,2950,9097,,Nuit,,922761931,1,14-Oct-22,,
08-Sep-22,2950,8427,,Nuit,,922761931,2,14-Oct-22,,
08-Sep-22,195N,922762049,,Nuit,,4951,4,09-Oct-22,,
05-Sep-22,5018,201327580,,Nuit,,,,12-Feb-23,,
08-Sep-22,781N,922761537,,Nuit,,922761920,1,,,
08-Sep-22,4888,1156J,,Nuit,,201327609,2,,,
08-Sep-22,2173,922761605,,Jour,,922761470,6,15-Oct-22,,
08-Sep-22,3129,1090J,,Jour,,922761470,7,15-Oct-22,,
08-Sep-22,4812,922759752,,Nuit,,922760131,1,07-Nov-22,,
08-Sep-22,4813,922761516,,Jour,,922760131,5,08-Oct-22,,
09-Sep-22,4511,922759902,,Jour,,1799N,7,16-Dec-22,,
08-Sep-22,541J,8595,,Jour,,,7,26-Sep-22,,
09-Sep-22,30N,201328043,,Nuit,,7442,1,,,
09-Sep-22,2781,6909,,Nuit,,,4,12-Sep-22,,
09-Sep-22,4163,922760161,,Nuit,,,3,12-Sep-22,,
09-Sep-22,4033,201328045,,Jour,,,6,12-Sep-22,,
09-Sep-22,274J,10437,,Jour,,,7,12-Sep-22,,
09-Sep-22,3492,4841,,Nuit,,,1,12-Sep-22,,
09-Sep-22,984N,922761815,,Nuit,,,2,12-Sep-22,,
09-Sep-22,575N,1088N,,Nuit,,,3,28-Sep-22,,
09-Sep-22,2113,922761111,,Jour,,,6,20-Sep-22,,
09-Sep-22,253N,7088,,Nuit,,,2,20-Sep-22,,
09-Sep-22,4702,922761936,,Jour,,,7,,,
09-Sep-22,4701,922761901,,Nuit,,,1,27-Sep-22,,
09-Sep-22,243N,922761893,,Nuit,,,4,03-Oct-22,,
09-Sep-22,322N,922759963,,Nuit,,,3,13-Sep-22,,
09-Sep-22,931J,2067N,,Jour,,,6,13-Sep-22,,
09-Sep-22,126J,2067N,,Jour,,,7,13-Sep-22,,
09-Sep-22,4414,922761336,,Nuit,,,4,13-Sep-22,,
09-Sep-22,689N,8333,,Nuit,,,1,13-Sep-22,,
09-Sep-22,871N,2067N,,Nuit,,,2,13-Sep-22,,
09-Sep-22,3729,7847,,Jour,,,7,22-Sep-22,,
09-Sep-22,4521,922760626,,Jour,,,6,28-Jan-23,,
09-Sep-22,4522,8764,,Nuit,,,4,12-Sep-22,,
09-Sep-22,2600,9269,,Nuit,,,3,20-Jan-23,,
09-Sep-22,680N,904N,,Nuit,,,1,26-Oct-22,,
09-Sep-22,4030,922761689,,Nuit,,,2,10-Oct-22,,
09-Sep-22,4990,7016,,Nuit,,,,16-Feb-23,,
09-Sep-22,767N,2067N,,Nuit,,,,24-Oct-22,,
09-Sep-22,4695,2067N,,Nuit,,7442,4,13-Sep-22,,
09-Sep-22,4630,922762025,,Nuit,,922760130,2,04-Jan-23,,
09-Sep-22,562N,922760047,,Nuit,,,2,13-Sep-22,,
09-Sep-22,556N,5097,,Nuit,,,4,13-Sep-22,,
09-Sep-22,3461,201327971,,Nuit,,,3,13-Sep-22,,
09-Sep-22,134J,922761005,,Jour,,,6,13-Sep-22,,
09-Sep-22,95N,7503,,Nuit,,,1,13-Sep-22,,
09-Sep-22,4912,922761647,,Jour,,,7,13-Sep-22,,
09-Sep-22,3934,2067N,,Nuit,,922761557,2,10-Sep-22,,
09-Sep-22,4669,922759708,,Nuit,,5298,2,05-Dec-22,,
09-Sep-22,5026,9859,,Nuit,,,,15-Sep-22,,
09-Sep-22,3603,922762027,,Nuit,,6495,2,,,
09-Sep-22,105N,201327743,,Nuit,,,2,12-Sep-22,,
09-Sep-22,888N,10165,,Nuit,,,4,13-Sep-22,,
09-Sep-22,354J,1179J,,Jour,,,6,13-Sep-22,,
09-Sep-22,934J,2067N,,Jour,,,7,13-Sep-22,,
09-Sep-22,846N,922761113,,Nuit,,,1,20-Oct-22,,
09-Sep-22,307N,201327607,,Nuit,,,3,13-Sep-22,,
09-Sep-22,358N,9413,,Nuit,,5470,2,,,
09-Sep-22,5002,922762028,,Nuit,,,2,24-Oct-22,,
09-Sep-22,5025,1040J,,Jour,,,,10-Sep-22,,
09-Sep-22,3936,2067N,,Jour,,922761849,2,10-Sep-22,,
09-Sep-22,93J,2067N,,Jour,,922761736,6,14-Sep-22,,
08-Sep-22,3814,8690,,Nuit,,922761864,7,14-Nov-22,,
08-Sep-22,3814,2067N,,Nuit,,,,09-Sep-22,,
10-Sep-22,3277,201328286,,Nuit,,7707,1,28-Sep-22,,
11-Sep-22,23J,922761729,,Jour,,549J,5,22-Sep-22,,
04-Sep-22,4428,8548,,Nuit,,6275,2,15-Sep-22,,
09-Sep-22,1981,9410,,Nuit,,922761160,3,03-Oct-22,,
13-Sep-22,2165,201327362,,Jour,,,4,26-Dec-22,,
12-Sep-22,2180,8741,,Nuit,,922760562,1,20-Jan-23,,
12-Sep-22,4017,201328019,,Nuit,,2384N,2,26-Nov-22,,
12-Sep-22,4006,201328016,,Nuit,,201328074,4,10-Feb-23,,
11-Sep-22,3865,201327628,,Jour,,922760856,6,20-Sep-22,,
13-Sep-22,5027,922762037,,Jour,,545N,5,01-Nov-22,,
12-Sep-22,5028,4992,,Nuit,,,,26-Sep-22,,
11-Sep-22,5015,922761098,,Nuit,,1339N,3,,,
12-Sep-22,4414,922761447,,Nuit,,,3,19-Oct-22,,
13-Sep-22,4048,2067N,,Nuit,,201327943,2,14-Sep-22,,
13-Sep-22,3917,10198,,Nuit,,922761955,1,17-Sep-22,,
13-Sep-22,4522,922762041,,Nuit,,,4,20-Jan-23,,
13-Sep-22,4402,2067N,,Nuit,,1368N,1,16-Sep-22,,
13-Sep-22,87J,2067N,,Jour,,,1,25-Sep-22,,
13-Sep-22,3589,922762039,,Nuit,,,3,20-Jan-23,,
13-Sep-22,4163,922762040,,Nuit,,201328105,3,15-Dec-22,,
13-Sep-22,4818,2067N,,Nuit,,922761829,2,17-Sep-22,,
08-Sep-22,4993,2067N,,Jour,,,,10-Sep-22,,
11-Sep-22,5025,922761011,,Jour,,,,14-Oct-22,,
11-Sep-22,4993,1040J,,Jour,,,,17-Sep-22,,
09-Sep-22,3093,2067N,,Jour,,9248,6,15-Sep-22,,
12-Sep-22,2582,2067N,,Jour,,1840J,2,17-Sep-22,,
13-Sep-22,4934,6787,,Jour,,,,01-Jan-23,,
13-Sep-22,4928,922762011,,Nuit,,,,01-Jan-23,,
13-Sep-22,4218,2067N,,Jour,,922762003,7,15-Sep-22,,
13-Sep-22,2466,922760489,,Nuit,,220J,1,13-Dec-22,,
13-Sep-22,4325,2067N,,Nuit,,619N,1,14-Sep-22,,
13-Sep-22,4326,1103J,,Jour,,619N,7,,,
13-Sep-22,4972,6789,,Jour,,220J,7,13-Oct-22,,
13-Sep-22,341N,922761905,,Nuit,,2188N,1,01-Oct-22,,
13-Sep-22,28J,753J,,Jour,,,7,01-Oct-22,,
12-Sep-22,646J,2067N,,Jour,,922761524,5,14-Sep-22,,
14-Sep-22,338N,426N,,Nuit,,8081,2,19-Sep-22,,
13-Sep-22,293N,922760543,,Nuit,,5204,2,,,
13-Sep-22,932J,9206,,Nuit,,5204,3,20-Sep-22,,
13-Sep-22,549J,1070J,,Jour,,5204,7,14-Sep-22,,
13-Sep-22,90N,6122,,Nuit,,5204,1,,,
13-Sep-22,90N,319N,,Nuit,,5204,4,31-Dec-22,,
13-Sep-22,647J,1082J,,Jour,,5204,6,18-Sep-22,,
13-Sep-22,3866,922761485,,Nuit,,922760856,2,14-Sep-22,,
13-Sep-22,289N,922760227,,Nuit,,7708,7,02-Oct-22,,
09-Sep-22,822J,434J,,Jour,,463N,7,,,
08-Sep-22,372J,2067N,,Jour,,,3,01-Oct-22,,
13-Sep-22,4709,922762046,,Nuit,,201327926,3,07-Dec-22,,
09-Sep-22,4654,2067N,,Jour,,,7,19-Sep-22,,
13-Sep-22,2317,922762002,,Jour,,,7,,,
13-Sep-22,2425,922760414,,Jour,,9172,4,15-Nov-22,,
08-Sep-22,4039,2067N,,Jour,,922761964,7,17-Sep-22,,
05-Sep-22,4413,2067N,,Jour,,9551,5,13-Sep-22,,
13-Sep-22,2163,922761611,,Jour,,,7,,,
12-Sep-22,5029,2067N,,Nuit,,,,15-Sep-22,,
13-Sep-22,409J,9592,,Jour,,,3,19-Oct-22,,
13-Sep-22,4926,922761703,,Jour,,,1,16-Sep-22,,
13-Sep-22,2437,2067N,,Jour,,,4,22-Sep-22,,
13-Sep-22,4506,922760208,,Nuit,,922761400,2,12-Nov-22,,
12-Sep-22,4506,922761946,,Nuit,,922761400,1,12-Nov-22,,
